# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
131            	p              	-4.84904994e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.04919761e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
131            	U              	(4.20234339e-01 -3.44994381e-01 -3.89399956e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20334902e+00 2.14447530e-01 1.21115849e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
132            	p              	-4.84491668e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.05011696e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
132            	U              	(4.20167123e-01 -3.44956099e-01 -3.89328014e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20309737e+00 2.14564852e-01 1.21051320e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
133            	p              	-4.84083772e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05107188e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
133            	U              	(4.20101755e-01 -3.44918861e-01 -3.89258052e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20285263e+00 2.14678592e-01 1.20988695e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
134            	p              	-4.83681190e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05206092e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
134            	U              	(4.20038183e-01 -3.44882639e-01 -3.89190016e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20261459e+00 2.14788881e-01 1.20927893e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
135            	p              	-4.83283927e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05308149e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
135            	U              	(4.19976358e-01 -3.44847405e-01 -3.89123848e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20238308e+00 2.14895840e-01 1.20868857e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
136            	p              	-4.82891553e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05413522e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
136            	U              	(4.19916231e-01 -3.44813132e-01 -3.89059506e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20215791e+00 2.14999590e-01 1.20811415e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
137            	p              	-4.82504115e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.05521920e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
137            	U              	(4.19857756e-01 -3.44779795e-01 -3.88996933e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20193890e+00 2.15100252e-01 1.20755592e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
138            	p              	-4.82121705e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.05633029e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
138            	U              	(4.19800886e-01 -3.44747367e-01 -3.88936075e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20172588e+00 2.15197928e-01 1.20701406e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
139            	p              	-4.81744278e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.05746671e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
139            	U              	(4.19745576e-01 -3.44715824e-01 -3.88876884e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20151868e+00 2.15292715e-01 1.20648810e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
140            	p              	-4.81371713e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05862764e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
140            	U              	(4.19691784e-01 -3.44685141e-01 -3.88819316e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20131714e+00 2.15384706e-01 1.20597715e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
141            	p              	-4.81003910e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.05981192e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
141            	U              	(4.19639467e-01 -3.44655295e-01 -3.88763331e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20112111e+00 2.15473994e-01 1.20548038e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
142            	p              	-4.80640843e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06101785e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
142            	U              	(4.19588584e-01 -3.44626263e-01 -3.88708883e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20093042e+00 2.15560675e-01 1.20499745e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
143            	p              	-4.80282561e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06224288e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
143            	U              	(4.19539095e-01 -3.44598023e-01 -3.88655927e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20074495e+00 2.15644834e-01 1.20452813e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
144            	p              	-4.79929094e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06348473e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
144            	U              	(4.19490963e-01 -3.44570553e-01 -3.88604421e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20056453e+00 2.15726553e-01 1.20407209e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
145            	p              	-4.79580414e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06474181e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
145            	U              	(4.19444148e-01 -3.44543832e-01 -3.88554326e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20038902e+00 2.15805911e-01 1.20362883e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
146            	p              	-4.79236491e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06601269e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
146            	U              	(4.19398615e-01 -3.44517840e-01 -3.88505602e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20021830e+00 2.15882985e-01 1.20319786e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
147            	p              	-4.78897321e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06729570e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
147            	U              	(4.19354328e-01 -3.44492556e-01 -3.88458211e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.20005223e+00 2.15957848e-01 1.20277875e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
148            	p              	-4.78562943e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06858879e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
148            	U              	(4.19311252e-01 -3.44467961e-01 -3.88412117e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19989067e+00 2.16030573e-01 1.20237118e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
149            	p              	-4.78233397e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.06988983e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
149            	U              	(4.19269354e-01 -3.44444036e-01 -3.88367283e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19973352e+00 2.16101228e-01 1.20197483e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
150            	p              	-4.77908714e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.07119693e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
150            	U              	(4.19228601e-01 -3.44420763e-01 -3.88323675e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19958064e+00 2.16169878e-01 1.20158939e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
151            	p              	-4.77588907e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.07250841e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
151            	U              	(4.19188962e-01 -3.44398123e-01 -3.88281257e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19943191e+00 2.16236587e-01 1.20121454e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
152            	p              	-4.77273992e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.07382262e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
152            	U              	(4.19150406e-01 -3.44376100e-01 -3.88239998e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19928723e+00 2.16301413e-01 1.20084994e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
153            	p              	-4.76963996e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.07513789e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
153            	U              	(4.19112901e-01 -3.44354677e-01 -3.88199865e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19914648e+00 2.16364417e-01 1.20049530e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
154            	p              	-4.76659154e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.07645038e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
154            	U              	(4.19076421e-01 -3.44333836e-01 -3.88160821e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19900956e+00 2.16425652e-01 1.20015046e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
155            	p              	-4.76359032e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.07776313e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
155            	U              	(4.19040936e-01 -3.44313562e-01 -3.88122849e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19887635e+00 2.16485173e-01 1.19981490e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
156            	p              	-4.76063810e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.07907309e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
156            	U              	(4.19006418e-01 -3.44293840e-01 -3.88085915e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19874675e+00 2.16543032e-01 1.19948841e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
157            	p              	-4.75773717e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08037655e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
157            	U              	(4.18972841e-01 -3.44274654e-01 -3.88049985e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19862067e+00 2.16599282e-01 1.19917085e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
158            	p              	-4.75488821e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08167154e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
158            	U              	(4.18940178e-01 -3.44255990e-01 -3.88015029e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19849801e+00 2.16653969e-01 1.19886201e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
159            	p              	-4.75209029e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08295782e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
159            	U              	(4.18908405e-01 -3.44237832e-01 -3.87981023e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19837868e+00 2.16707138e-01 1.19856157e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
160            	p              	-4.74934243e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08423522e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
160            	U              	(4.18877497e-01 -3.44220168e-01 -3.87947945e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19826258e+00 2.16758835e-01 1.19826924e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
161            	p              	-4.74664474e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08550252e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
161            	U              	(4.18847430e-01 -3.44202983e-01 -3.87915768e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19814962e+00 2.16809104e-01 1.19798478e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
162            	p              	-4.74399804e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08675775e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
162            	U              	(4.18818181e-01 -3.44186265e-01 -3.87884467e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19803972e+00 2.16857987e-01 1.19770802e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
163            	p              	-4.74140300e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08799909e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
163            	U              	(4.18789727e-01 -3.44170001e-01 -3.87854016e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19793280e+00 2.16905525e-01 1.19743876e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
164            	p              	-4.73885923e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.08922604e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
164            	U              	(4.18762046e-01 -3.44154178e-01 -3.87824389e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19782877e+00 2.16951756e-01 1.19717684e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
165            	p              	-4.73636622e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09043806e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165            	U              	(4.18735117e-01 -3.44138783e-01 -3.87795565e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19772756e+00 2.16996717e-01 1.19692200e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
166            	p              	-4.73392370e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09163433e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166            	U              	(4.18708920e-01 -3.44123807e-01 -3.87767525e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19762908e+00 2.17040446e-01 1.19667402e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
167            	p              	-4.73153168e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09281390e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167            	U              	(4.18683434e-01 -3.44109236e-01 -3.87740248e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19753326e+00 2.17082978e-01 1.19643271e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
168            	p              	-4.72919015e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09397586e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168            	U              	(4.18658639e-01 -3.44095059e-01 -3.87713711e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19744003e+00 2.17124347e-01 1.19619792e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
169            	p              	-4.72689886e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09511959e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
169            	U              	(4.18634517e-01 -3.44081267e-01 -3.87687893e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19734933e+00 2.17164586e-01 1.19596949e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
170            	p              	-4.72465736e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.09624469e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
170            	U              	(4.18611049e-01 -3.44067849e-01 -3.87662773e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19726107e+00 2.17203727e-01 1.19574724e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
171            	p              	-4.72246531e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.09735058e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
171            	U              	(4.18588217e-01 -3.44054793e-01 -3.87638332e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19717519e+00 2.17241801e-01 1.19553099e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
172            	p              	-4.72032215e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.09843704e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
172            	U              	(4.18566004e-01 -3.44042091e-01 -3.87614555e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19709163e+00 2.17278838e-01 1.19532057e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
173            	p              	-4.71822730e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.09950380e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
173            	U              	(4.18544393e-01 -3.44029733e-01 -3.87591424e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19701033e+00 2.17314868e-01 1.19511582e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
174            	p              	-4.71618042e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10055041e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
174            	U              	(4.18523367e-01 -3.44017708e-01 -3.87568919e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19693122e+00 2.17349917e-01 1.19491660e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
175            	p              	-4.71418113e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10157653e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
175            	U              	(4.18502911e-01 -3.44006009e-01 -3.87547022e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19685425e+00 2.17384014e-01 1.19472274e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
176            	p              	-4.71222880e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10258204e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
176            	U              	(4.18483008e-01 -3.43994627e-01 -3.87525716e-19)	(-1.32795509e+00 -4.89939434e-01 -1.71635020e-17)	(1.19677935e+00 2.17417185e-01 1.19453417e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
177            	p              	-4.71032269e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10356694e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
177            	U              	(2.17462046e-01 -3.26080694e-01 -3.23063055e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19670647e+00 2.17449455e-01 1.19435059e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
178            	p              	-4.70846211e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10453124e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
178            	U              	(2.17449093e-01 -3.26062547e-01 -3.23041824e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19663554e+00 2.17480851e-01 1.19417180e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
179            	p              	-4.70664642e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10547489e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
179            	U              	(2.17436490e-01 -3.26044892e-01 -3.23021167e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19656652e+00 2.17511398e-01 1.19399765e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
180            	p              	-4.70487499e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.10639788e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
180            	U              	(2.17424227e-01 -3.26027714e-01 -3.23001068e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19649936e+00 2.17541120e-01 1.19382805e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
181            	p              	-4.70314713e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.10730026e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
181            	U              	(2.17412297e-01 -3.26011001e-01 -3.22981512e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19643402e+00 2.17570039e-01 1.19366292e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
182            	p              	-4.70146206e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.10818216e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
182            	U              	(2.17400689e-01 -3.25994740e-01 -3.22962485e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19637043e+00 2.17598175e-01 1.19350219e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
183            	p              	-4.69981895e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.10904380e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
183            	U              	(2.17389395e-01 -3.25978918e-01 -3.22943972e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19630856e+00 2.17625550e-01 1.19334577e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
184            	p              	-4.69821871e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.10988381e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
184            	U              	(2.17378407e-01 -3.25963524e-01 -3.22925956e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19624835e+00 2.17652184e-01 1.19319377e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
185            	p              	-4.69665677e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11070596e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
185            	U              	(2.17367715e-01 -3.25948546e-01 -3.22908431e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19618977e+00 2.17678096e-01 1.19304563e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
186            	p              	-4.69513347e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11150938e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
186            	U              	(2.17357313e-01 -3.25933973e-01 -3.22891380e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19613276e+00 2.17703307e-01 1.19290133e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
187            	p              	-4.69364993e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.11229261e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
187            	U              	(2.17347191e-01 -3.25919793e-01 -3.22874789e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19607729e+00 2.17727839e-01 1.19276100e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
188            	p              	-4.69220582e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.11305523e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
188            	U              	(2.17337343e-01 -3.25905997e-01 -3.22858644e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19602331e+00 2.17751709e-01 1.19262458e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
189            	p              	-4.69079889e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11379907e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
189            	U              	(2.17327761e-01 -3.25892573e-01 -3.22842933e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19597079e+00 2.17774932e-01 1.19249194e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
190            	p              	-4.68942778e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11452516e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
190            	U              	(2.17318438e-01 -3.25879512e-01 -3.22827647e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19591967e+00 2.17797527e-01 1.19236283e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
191            	p              	-4.68809170e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11523357e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
191            	U              	(2.17309366e-01 -3.25866803e-01 -3.22812775e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19586994e+00 2.17819512e-01 1.19223711e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
192            	p              	-4.68679054e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11592392e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
192            	U              	(2.17300540e-01 -3.25854437e-01 -3.22798304e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19582154e+00 2.17840903e-01 1.19211474e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
193            	p              	-4.68552388e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11659624e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
193            	U              	(2.17291951e-01 -3.25842405e-01 -3.22784224e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19577444e+00 2.17861717e-01 1.19199572e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
194            	p              	-4.68429071e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11725116e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
194            	U              	(2.17283595e-01 -3.25830697e-01 -3.22770523e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19572861e+00 2.17881969e-01 1.19187996e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
195            	p              	-4.68308981e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11788945e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
195            	U              	(2.17275464e-01 -3.25819306e-01 -3.22757191e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19568402e+00 2.17901674e-01 1.19176734e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
196            	p              	-4.68192027e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.11851155e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
